2020-07-23 01:18:39 

# COVERAGE 
TF	POSITION_RELATIVE_TO_TFBS	MEAN_DEPTH	CI95_LOWER_BOUND	CI95_UPPER_BOUND	TFBS_ANALYZED	LOW	HIGH
SRR11742864_Glucocorticoid	-1000	1.04748120858249	0.983498508276848	1.11146390888813	1000	1.0320196055225	0.981065071129764
SRR11742864_Glucocorticoid	-999	1.04887785019393	0.984998673025953	1.11275702736191	1000	1.03181356124446	0.984904217131982
SRR11742864_Glucocorticoid	-998	1.05446441663971	0.99009103059049	1.11883780268892	1000	1.03160827110228	0.988442838373586
SRR11742864_Glucocorticoid	-997	1.05306777502826	0.988182204094887	1.11795334596164	1000	1.0314037336423	0.991691048059564
SRR11742864_Glucocorticoid	-996	1.06982747436558	1.00389968543071	1.13575526330046	1000	1.03119994752953	0.994658968609857
SRR11742864_Glucocorticoid	-995	1.06982747436558	1.00389968543071	1.13575526330046	1000	1.03099691123126	0.997356731895462
SRR11742864_Glucocorticoid	-994	1.0670341911427	1.0014662266019	1.1326021556835	1000	1.03079462347095	0.999794478732188
SRR11742864_Glucocorticoid	-993	1.0670341911427	1.00122451660702	1.13284386567838	1000	1.03059308275996	1.00198235926465
SRR11742864_Glucocorticoid	-992	1.08100060725713	1.01468541126679	1.14731580324747	1000	1.03039228768838	1.00393053261707
SRR11742864_Glucocorticoid	-991	1.08938045692579	1.02279939152273	1.15596152232885	1000	1.03019223688556	1.00564916686284
SRR11742864_Glucocorticoid	-990	1.0865871737029	1.02036014543588	1.15281420196993	1000	1.02999292892766	1.00714843904668
SRR11742864_Glucocorticoid	-989	1.08519053209146	1.01934198498157	1.15103907920135	1000	1.0297943624277	1.00843853502892
SRR11742864_Glucocorticoid	-988	1.08239724886857	1.01618384754991	1.14861065018724	1000	1.02959653591585	1.00952964953489
SRR11742864_Glucocorticoid	-987	1.07541404081136	1.00981395817197	1.14101412345074	1000	1.0293994480585	1.0104319858727
SRR11742864_Glucocorticoid	-986	1.07262075758847	1.00713873385895	1.13810278131799	1000	1.02920309738135	1.01115575613697
SRR11742864_Glucocorticoid	-985	1.0768106824228	1.01091039442337	1.14271097042223	1000	1.02900748252279	1.01171118089289
SRR11742864_Glucocorticoid	-984	1.07401739919991	1.00863798166473	1.13939681673509	1000	1.02881260208705	1.01210848925294
SRR11742864_Glucocorticoid	-983	1.06843083275414	1.00304591076307	1.13381575474521	1000	1.02861845461824	1.0123579188353
SRR11742864_Glucocorticoid	-982	1.07401739919991	1.00839557717623	1.1396392212236	1000	1.02842503872874	1.01246971557046
SRR11742864_Glucocorticoid	-981	1.07401739919991	1.00896259267023	1.1390722057296	1000	1.02823235303243	1.01245413369979
SRR11742864_Glucocorticoid	-980	1.06424090791981	0.999442182831734	1.12903963300789	1000	1.02804039606957	1.0123214357827
SRR11742864_Glucocorticoid	-979	1.06982747436558	1.00519689479722	1.13445805393395	1000	1.02784916649323	1.01208189244622
SRR11742864_Glucocorticoid	-978	1.07960396564569	1.01471892490265	1.14448900638872	1000	1.02765866285895	1.01174578252553
SRR11742864_Glucocorticoid	-977	1.09077709853723	1.02582813990346	1.15572605717101	1000	1.02746888375295	1.01132339287114
SRR11742864_Glucocorticoid	-976	1.08938045692579	1.02449015525499	1.15427075859659	1000	1.02727982778691	1.01082501828757
SRR11742864_Glucocorticoid	-975	1.08100060725713	1.01630127730608	1.14569993720817	1000	1.02709149356918	1.0102609614955
SRR11742864_Glucocorticoid	-974	1.06982747436558	1.00495169226	1.13470325647117	1000	1.0269038796698	1.00949972143341
SRR11742864_Glucocorticoid	-973	1.07401739919991	1.00945256917863	1.1385822292212	1000	1.02671698463743	1.0084112038006
SRR11742864_Glucocorticoid	-972	1.07122411597703	1.00637007851068	1.13607815344337	1000	1.0265308071494	1.00735166204701
SRR11742864_Glucocorticoid	-971	1.0768106824228	1.01220815600231	1.14141320884328	1000	1.02634534573392	1.00604309682004
SRR11742864_Glucocorticoid	-970	1.07262075758847	1.00787023970399	1.13737127547295	1000	1.026160599022	1.00485126974952
SRR11742864_Glucocorticoid	-969	1.07401739919991	1.00978129649238	1.13825350190745	1000	1.02597656556757	1.00388719198617
SRR11742864_Glucocorticoid	-968	1.07122411597703	1.00669733245994	1.13575089949411	1000	1.02579324399689	1.00332366623598
SRR11742864_Glucocorticoid	-967	1.06843083275414	1.00460238144275	1.13225928406553	1000	1.02561063287805	1.00276575886781
