chr1	0	216248340	249250621	0.867594
chr1	1	27200195	249250621	0.109128
chr1	2	4951402	249250621	0.0198652
chr1	3	680548	249250621	0.00273038
chr1	4	121082	249250621	0.000485784
chr1	5	27385	249250621	0.000109869
chr1	6	9321	249250621	3.73961e-05
chr1	7	3619	249250621	1.45195e-05
chr1	8	1982	249250621	7.95184e-06
chr1	9	1323	249250621	5.30791e-06
chr1	10	971	249250621	3.89568e-06
chr1	11	671	249250621	2.69207e-06
chr1	12	434	249250621	1.74122e-06
chr1	13	327	249250621	1.31193e-06
chr1	14	221	249250621	8.86658e-07
chr1	15	167	249250621	6.70008e-07
chr1	16	113	249250621	4.53359e-07
chr1	17	91	249250621	3.65094e-07
chr1	18	117	249250621	4.69407e-07
chr1	19	67	249250621	2.68806e-07
chr1	20	87	249250621	3.49046e-07
chr1	21	63	249250621	2.52758e-07
chr1	22	57	249250621	2.28685e-07
chr1	23	52	249250621	2.08625e-07
chr1	24	51	249250621	2.04613e-07
chr1	25	58	249250621	2.32698e-07
chr1	26	69	249250621	2.7683e-07
chr1	27	45	249250621	1.80541e-07
chr1	28	29	249250621	1.16349e-07
chr1	29	31	249250621	1.24373e-07
chr1	30	39	249250621	1.56469e-07
chr1	31	33	249250621	1.32397e-07
chr1	32	39	249250621	1.56469e-07
chr1	33	31	249250621	1.24373e-07
chr1	34	25	249250621	1.00301e-07
chr1	35	33	249250621	1.32397e-07
chr1	36	24	249250621	9.62886e-08
chr1	37	23	249250621	9.22766e-08
chr1	38	26	249250621	1.04313e-07
chr1	39	27	249250621	1.08325e-07
chr1	40	18	249250621	7.22165e-08
chr1	41	15	249250621	6.01804e-08
chr1	42	11	249250621	4.41323e-08
chr1	43	8	249250621	3.20962e-08
chr1	44	12	249250621	4.81443e-08
chr1	45	4	249250621	1.60481e-08
chr1	46	12	249250621	4.81443e-08
chr1	47	9	249250621	3.61082e-08
chr1	48	6	249250621	2.40722e-08
chr1	49	13	249250621	5.21563e-08
chr1	50	4	249250621	1.60481e-08
chr1	51	5	249250621	2.00601e-08
chr1	52	3	249250621	1.20361e-08
chr1	53	9	249250621	3.61082e-08
chr1	54	12	249250621	4.81443e-08
chr1	55	8	249250621	3.20962e-08
chr1	56	9	249250621	3.61082e-08
chr1	57	6	249250621	2.40722e-08
chr1	58	1	249250621	4.01203e-09
chr1	59	3	249250621	1.20361e-08
chr1	60	2	249250621	8.02405e-09
chr1	61	2	249250621	8.02405e-09
chr1	62	1	249250621	4.01203e-09
chr1	63	2	249250621	8.02405e-09
chr1	64	5	249250621	2.00601e-08
chr1	65	3	249250621	1.20361e-08
chr1	68	1	249250621	4.01203e-09
chr1	70	2	249250621	8.02405e-09
chr1	73	2	249250621	8.02405e-09
