2020-07-22 02:43:14 

# COVERAGE 
POSITION_RELATIVE_TO_TFBS	MEAN_DEPTH	CI95_LOWER_BOUND	CI95_UPPER_BOUND	TFBS_ANALYZED	LOW	HIGH
-1000	3.96773725434931	3.68887378998822	4.24660071871041	997	1.03736344507736	1.01118693146257
-999	4.05188176382165	3.76799970325994	4.33576382438335	997	1.03715755538717	1.01124370103127
-998	3.99362787264849	3.71211408487212	4.27514166042487	997	1.03695202056403	1.01121656404795
-997	3.9871552180737	3.70640226222588	4.26790817392152	997	1.03674684067238	1.01110936471875
-996	3.92496455202389	3.64684710116781	4.20308200287996	998	1.03654201589573	1.01092595034464
-995	3.95082922781976	3.67248380108546	4.22917465455407	998	1.03633754621881	1.01067017162137
-994	3.94831929062493	3.67259598482454	4.22404259642531	997	1.03613343188416	1.01034588218439
-993	3.96773725434931	3.69298038064534	4.24249412805328	997	1.03592967292066	1.0099569390585
-992	3.90948336317616	3.63555810878579	4.18340861756652	997	1.03572626943641	1.00950720236229
-991	3.89653805402657	3.62211128207172	4.17096482598141	997	1.03552322157937	1.00900053533645
-990	3.90948336317616	3.6351434386234	4.18382328772892	997	1.03532052944365	1.00844080442502
-989	3.94831929062493	3.67218401476854	4.22445456648131	997	1.03511819316084	1.00783187917628
-988	3.92242867232575	3.64570151721955	4.19915582743194	997	1.03491621277802	1.00717763235127
-987	3.91595601775095	3.64000743646118	4.19190459904072	997	1.03471458848126	1.00648193969615
-986	3.95082922781976	3.67370922303542	4.2279492326041	998	1.03451332031288	1.00574868020703
-985	3.95729539676873	3.67899591788282	4.23559487565465	998	1.03431240843051	1.00498173586763
-984	3.97669390361564	3.69894291302094	4.25444489421033	998	1.03411185295697	1.00418499178511
-983	3.97669390361564	3.69894291302094	4.25444489421033	998	1.03391165395315	1.00336233620591
-982	3.90556604517698	3.62772605356536	4.1834060367886	998	1.03371181155009	1.00251766037703
-981	3.89909987622801	3.622444604709	4.17575514774703	998	1.03351232588064	1.00165485860213
-980	3.86676903148317	3.59154921825156	4.14198884471479	998	1.03331319700129	1.00077782830673
-979	3.87970136938111	3.60251020446479	4.15689253429743	998	1.03311442508556	0.999890469840318
-978	3.87970136938111	3.60210123414145	4.15730150462077	998	1.03291601020574	0.998996686677265
-977	3.93789688992183	3.65946081501101	4.21633296483264	998	1.03271795246589	0.998100385277423
-976	3.90556604517698	3.6301868486601	4.18094524169387	998	1.03252025199665	0.997205475080566
-975	3.92496455202389	3.64848355130044	4.20144555274734	998	1.03232290892538	0.996315868524736
-974	3.89909987622801	3.62285497386446	4.17534477859157	998	1.03212592333925	0.995541330241398
-973	3.92496455202389	3.647664119071	4.20226498497678	998	1.03192929530277	0.995156856295146
-972	3.92496455202389	3.64889417950335	4.20103492454443	998	1.03173302501584	0.994624935155335
-971	3.93143072097286	3.65540502771335	4.20745641423237	998	1.03153711252144	0.99448980729932
-970	3.95729539676873	3.68186419355039	4.23272659998707	998	1.03134155797088	0.993904421364581
-969	3.92496455202389	3.65261769232666	4.19731141172111	998	1.03114636143401	0.993505946236514
-968	3.90556604517698	3.63855323962998	4.17257885072399	998	1.03095152305725	0.993185650380472
-967	3.88616753833008	3.61732929225944	4.15500578440072	998	1.03075704292535	0.992484666787773
-966	3.84737052463627	3.58039752731267	4.11434352195986	998	1.03056292118825	0.991076324486347
-965	3.82150584884039	3.55267944238096	4.09033225529982	998	1.03036915789527	0.989646711702144
-964	3.80210734199349	3.53485878905482	4.06935589493216	998	1.03017575319936	0.988194200734998
-963	3.78917500409555	3.52355454260237	4.05479546558873	998	1.02998270724088	0.98677037709746
-962	3.74391182145277	3.47932452987686	4.00849911302868	998	1.0297900200155	0.985201841519777
-961	3.77355761710546	3.50677992605406	4.04033530815687	997	1.02959769176285	0.983850913071353
-960	3.79944823540464	3.53281846040341	4.06607801040588	997	1.02940572252163	0.982881864508906
-959	3.83181150827862	3.56495006300857	4.09867295354867	997	1.02921411243569	0.98204739269793
-958	3.83443818673833	3.56823527345408	4.10064110002258	998	1.02902286156834	0.98164112926225
-957	3.85383669358524	3.58352615429854	4.12414723287193	998	1.0288319701031	0.981767196903709
-956	3.85383669358524	3.58268807381319	4.12498531335728	998	1.02864143805241	0.981757535949221
-955	3.83443818673833	3.56358801414741	4.10528835932925	998	1.02845126561574	0.981974864405876
-954	3.8603028625342	3.58961390005283	4.13099182501558	998	1.02826145287198	0.982266903087179
-953	3.8409043556873	3.57135352173146	4.11045518964314	998	1.02807199991009	0.982555146765879
-952	3.86676903148317	3.59654092882483	4.13699713414151	998	1.02788290688739	0.982811155813652
-951	3.8603028625342	3.59171759018631	4.1288881348821	998	1.02769417385394	0.9837790514094
-950	3.84737052463627	3.57997292839173	4.1147681208808	998	1.02750580095675	0.984933807888431
-949	3.8227004021402	3.55899943587967	4.08640136840073	996	1.02731778830958	0.986557755645578
-948	3.86805447470797	3.60163385684467	4.13447509257126	996	1.02713013600027	0.988588355622103
-947	3.84861701503607	3.58421615731967	4.11301787275246	996	1.02694284415799	0.9907341428513
-946	3.79678378924434	3.53596605018874	4.05760152829994	996	1.0267559128972	0.992917559519225
-945	3.79030463602037	3.52944853366145	4.05116073837929	996	1.02656934230683	0.995482500658881
-944	3.7838254827964	3.52249523738148	4.04515572821133	996	1.02638313250502	0.998568126705977
-943	3.7643880231245	3.50425717487841	4.02451887137059	996	1.02619728361346	1.00174210613301
-942	3.83565870858813	3.57117568333436	4.10014173384191	996	1.02601179574697	1.00484689329156
-941	3.8810127811559	3.61596414135541	4.14606142095639	996	1.02582666898928	1.0077622971352
-940	3.8784276315781	3.61487298805148	4.14198227510471	995	1.02564190346385	1.01031227708505
-939	3.90437029132109	3.64186227204116	4.16687831060103	995	1.02545749927496	1.01273642031608
-938	3.96274127574284	3.69506076299807	4.2304217884876	995	1.02527345656089	1.01515601888536
-937	3.98868393548583	3.71950011355802	4.25786775741365	995	1.02508977539722	1.01709630229149
-936	3.98467923273936	3.7161090233767	4.25324944210203	996	1.02490645589276	1.01879462588405
-935	4.00411669241126	3.73400583860626	4.27422754621626	996	1.02472349817628	1.0206078147714
-934	4.03651245853109	3.76497791578879	4.3080470012734	996	1.02454090237839	1.02242330221801
-933	4.04947076497903	3.77720438195773	4.32173714800032	996	1.02435866858479	1.02414058836174
-932	4.03003330530713	3.76012914222675	4.2999374683875	996	1.02417679687523	1.02580559332957
-931	4.0170749988592	3.74622423556037	4.28792576215803	996	1.02399528742303	1.02740571185923
-930	4.01059584563523	3.73969378650206	4.2814979047684	996	1.02381414029628	1.02894743576166
-929	3.99115838596333	3.72094678543182	4.26136998649484	996	1.02363335559518	1.03024666859735
-928	4.02599114552247	3.75375894698995	4.29822334405499	997	1.02345293347414	1.03131935577644
-927	4.05835441839644	3.78430432263648	4.3324045141564	997	1.02327287400877	1.03176398916355
-926	4.05835441839644	3.784719432009	4.33198940478388	997	1.02309317731513	1.03254543624196
-925	4.03651245853109	3.76247259350261	4.31055232355958	996	1.02291384352303	1.03315739005659
-924	4.02355415208316	3.74816716905798	4.29894113510834	996	1.02273487272929	1.03353181420445
-923	3.96524177306746	3.69357312249829	4.23691042363664	996	1.02255626503589	1.03345707863352
-922	3.99362787264849	3.72281625320117	4.26443949209581	997	1.02237802053699	1.03380633138904
-921	4.01304583637288	3.73946168896783	4.28662998377792	997	1.02220013938985	1.03405391094021
-920	3.99362787264849	3.72239682273262	4.26485892256437	997	1.02202262166939	1.03384923302653
-919	3.97420990892411	3.702412794625	4.24600702322321	997	1.02184546748373	1.03326536065971
-918	3.94831929062493	3.67675005589168	4.21988852535817	997	1.02166867697745	1.03205711455421
-917	3.94831929062493	3.67716896323658	4.21946961801328	997	1.02149225022726	1.03040691363447
-916	3.96126459977452	3.68937143882802	4.23315776072101	997	1.0213161873866	1.02903948755853
-915	3.97420990892411	3.70493388682673	4.24348593102148	997	1.02114048849214	1.0275797731469
-914	3.96126459977452	3.69231396026245	4.23021523928659	997	1.02096515375075	1.02552776713132
-913	3.92890132690054	3.660138130442	4.19766452335909	997	1.02079018315599	1.02302818821029
-912	3.96126459977452	3.6910489560262	4.23148024352284	997	1.02061557690778	1.02089500874609
-911	3.92242867232575	3.65319711292203	4.19166023172947	997	1.02044133509611	1.0190059378426
-910	3.90301070860136	3.63576288144869	4.17025853575403	997	1.02026745783037	1.01773757387291
-909	3.89653805402657	3.63009778274507	4.16297832530807	997	1.02009394519312	1.01649975175933
-908	3.91595601775095	3.64879822525884	4.18311381024307	997	1.01992079731547	1.01590940009511
-907	3.90301070860136	3.63618857326204	4.16983284394068	997	1.01974801432276	1.01539123401458
-906	3.90948336317616	3.6418552502452	4.17711147610712	997	1.01957559630453	1.01498818129885
-905	3.89653805402657	3.62839664543081	4.16467946262233	997	1.019403543375	1.01429401571518
-904	3.88359274487698	3.617491606626	4.14969388312796	997	1.01923185567743	1.01353212293378
-903	3.91595601775095	3.64457661875915	4.18733541674276	997	1.01906053325198	1.01278688002805
-902	3.9637615657177	3.68673428108252	4.24078885035288	998	1.0188895762744	1.01242589845867
-901	3.93143072097286	3.65499433314231	4.20786710880341	998	1.01871898479734	1.01276413745654
-900	3.93143072097286	3.65458424782535	4.20827719412036	998	1.01854875898351	1.01318775867883
-899	3.93143072097286	3.65294994532783	4.20991149661788	998	1.01837889892262	1.01356966679365
-898	3.94436305887079	3.66353769510139	4.2251884226402	998	1.01820940473263	1.01408720543666
-897	3.91203221412595	3.63301294011364	4.19105148813826	998	1.01804027649548	1.01444660974823
-896	3.87970136938111	3.60456417447534	4.15483856428688	998	1.01787151434659	1.01474047292939
-895	3.84737052463627	3.57576344400055	4.11897760527198	998	1.0177031183961	1.01511998655575
-894	3.8409043556873	3.56842333923265	4.11338537214195	998	1.01753508875107	1.01544329156423
-893	3.86676903148317	3.59237486383301	4.14116319913334	998	1.01736742552504	1.01544939071887
-892	3.85383669358524	3.57730245463712	4.13037093253335	998	1.01720012881311	1.01504800087448
-891	3.83828416285341	3.56514713862885	4.11142118707798	997	1.01703319874139	1.01491084668533
-890	3.8577021265778	3.58510203267104	4.13030222048456	997	1.01686663540681	1.01505237965348
-889	3.90556604517698	3.6297751913553	4.18135689899867	998	1.0167004389213	1.01518584424549
-888	3.97669390361564	3.69812721657077	4.2552605906605	998	1.01653460941999	1.01540256445158
-887	3.98962624151357	3.70993555653986	4.26931692648729	998	1.01636914698692	1.01572686834192
-886	3.99609241046254	3.71644989127403	4.27573492965105	998	1.01620405173517	1.01643510311295
-885	3.91849838307492	3.64361911694565	4.19337764920419	998	1.01603932378378	1.01640963470126
-884	3.93789688992183	3.66315226446929	4.21264151537436	998	1.01587496323057	1.01636894905437
-883	3.89263370727905	3.61634621826313	4.16892119629496	998	1.01571097019133	1.01614908612842
-882	3.90556604517698	3.62895371463745	4.18217837571652	998	1.01554734479774	1.0154441573487
-881	3.87970136938111	3.60291977907884	4.15648295968338	998	1.01538408712255	1.01391153640498
-880	3.91203221412595	3.63587373964348	4.18819068860843	998	1.01522119729721	1.0122791436055
-879	3.92496455202389	3.64807353205673	4.20185557199104	998	1.0150586754317	1.01004646002278
-878	3.91203221412595	3.63179582319396	4.19226860505794	998	1.01489652163045	1.00782085763923
-877	3.90556604517698	3.62407519357531	4.18705689677866	998	1.01473473601116	1.00607137910117
-876	3.8577021265778	3.57729091745275	4.13811333570285	997	1.01457331868255	1.00440975353569
-875	3.8577021265778	3.57648131542658	4.13892293772902	997	1.01441226974711	1.00271458418111
-874	3.851229472003	3.56916217103164	4.13329677297436	997	1.01425158932214	1.00104254592438
-873	3.82533885370382	3.54392552699888	4.10675218040877	997	1.01409127751299	0.999031212650944
-872	3.78003027168026	3.50489768940929	4.05516285395123	997	1.01393133444567	0.997312260567655
-871	3.80592088997944	3.52887419315328	4.0829675868056	997	1.01377176019308	0.995320817499008
-870	3.81239354455423	3.53497382925788	4.08981325985059	997	1.01361255490558	0.992887979285712
-869	3.79944823540464	3.52154561647398	4.0773508543353	997	1.01345371866425	0.989915933401118
-868	3.81886619912903	3.53944233927132	4.09829005898674	997	1.01329525161267	0.986901028078945
-867	3.84475681742821	3.56670940893965	4.12280422591677	997	1.01313715383114	0.983879954951438
-866	3.80592088997944	3.5280547879737	4.08378699198518	997	1.01297942544316	0.980700738410142
-865	3.77355761710546	3.49838981255976	4.04872542165117	997	1.01282206654667	0.97739264416984
-864	3.78003027168026	3.50324997131506	4.05681057204546	997	1.01266507726128	0.974242776895033
-863	3.74766699880628	3.47360400601325	4.02172999159932	997	1.01250845770106	0.971491676609294
-862	3.68015903121294	3.41099058180638	3.9493274806195	996	1.01235220796978	0.969770166753791
-861	3.63197236401962	3.36664274643233	3.89730198160691	995	1.01219632818553	0.968410743642215
-860	3.65791502376262	3.39183768843622	3.92399235908902	995	1.01204081845343	0.966897316646981
-859	3.60316531101023	3.34053630138387	3.8657943206366	994	1.01188567887988	0.965188225411139
-858	3.57430023775309	3.31486131682919	3.83373915867699	993	1.01173090957083	0.963984446645143
-857	3.61614969050937	3.35619875164138	3.87610062937736	994	1.01157651066089	0.962766847058756
-856	3.68385768350562	3.420485898978	3.94722946803324	995	1.0114224822133	0.962065295005953
-855	3.68385768350562	3.42178917977107	3.94592618724017	995	1.01126882440145	0.961436873416603
-854	3.73574300299161	3.46832830412621	4.00315770185701	995	1.01111553729116	0.961133329570046
-853	3.70980034324861	3.44182816783062	3.97777251866661	995	1.01096262098832	0.961144497968653
-852	3.66440068869837	3.39749563336529	3.93130574403145	995	1.01081007564653	0.961569171476224
-851	3.69311733766087	3.42358629617875	3.962648379143	996	1.01065790132676	0.962321830558822
-850	3.66072157154104	3.39231321998571	3.92912992309638	996	1.01050609817051	0.962850721162326
-849	3.64776326509311	3.3797232908298	3.91580323935642	996	1.01035466627556	0.963694683767203
-848	3.68663818443691	3.41877234221651	3.95450402665731	996	1.01020360576345	0.964360317058023
-847	3.66072157154104	3.39358935086489	3.92785379221719	996	1.01005291672059	0.965173723348397
-846	3.66072157154104	3.39358935086489	3.92785379221719	996	1.00990259927986	0.965733119068451
-845	3.68015903121294	3.41396923461483	3.94634882781105	996	1.00975265354403	0.966591904691231
-844	3.71255479733277	3.44438856275245	3.98072103191309	996	1.00960307962057	0.967805738862913
-843	3.70607564410881	3.4395818493602	3.97256943885741	996	1.00945387763259	0.968979137094994
-842	3.73199225700467	3.46392391164615	4.00006060236319	996	1.00930504766484	0.970687710600892
-841	3.7449505634526	3.4752549456407	4.01464618126451	996	1.0091565898459	0.972851987497882
-840	3.75142971667657	3.48092476768945	4.0219346656637	996	1.00900850429333	0.974873980663296
-839	3.75790886990054	3.48575907088268	4.03005866891839	996	1.00886079109402	0.976813562187068
-838	3.77086717634847	3.49962571179238	4.04210864090456	996	1.00871345038715	0.978957963577323
-837	3.73574300299161	3.46493542469256	4.00655058129066	995	1.00856648225216	0.981174361544739
-836	3.73574300299161	3.46493542469256	4.00655058129066	995	1.00841988682095	0.983190976150104
-835	3.80708531728485	3.5328971409446	4.0812734936251	995	1.00827366420732	0.984811569841798
-834	3.8005996523491	3.52804413120243	4.07315517349578	995	1.00812781450033	0.986529291427061
-833	3.79411398741336	3.52404527775954	4.06418269706717	995	1.00798233782647	0.987917040839003
-832	3.78762832247761	3.51836908680387	4.05688755815134	995	1.00783723427793	0.988647769255004
-831	3.76547005474943	3.49928273278017	4.03165737671869	994	1.00769250400004	0.989260932895003
-830	3.75897786499986	3.49275488676361	4.02520084323612	994	1.00754814706218	0.990122954246577
-829	3.78114265754186	3.51354743370382	4.04873788137989	995	1.00740416358854	0.991017860020863
-828	3.79411398741336	3.52446821510789	4.06375975971882	995	1.0072605537052	0.992233261112992
-827	3.76817132767036	3.50007761282248	4.03626504251824	995	1.0071173175124	0.993380995763651
-826	3.75519999779886	3.48831557194454	4.02208442365318	995	1.00697445511059	0.994004011931927
-825	3.76817132767036	3.50221472805002	4.03412792729069	995	1.00683196663305	0.994999383496122
-824	3.75519999779886	3.49219256813802	4.0182074274597	995	1.0066898521623	0.995573174357952
-823	3.8032629424683	3.53686636362709	4.06965952130951	996	1.00654811182375	0.996168049423673
-822	3.79030463602037	3.52383251326935	4.05677675877139	996	1.0064067457235	0.997057165607764
-821	3.8032629424683	3.53643913573673	4.07008674919987	996	1.00626575397382	0.997442053387842
-820	3.81622124891624	3.54692473261845	4.08551776521402	996	1.00612513668992	0.997570617367104
-819	3.80592088997944	3.53678293795986	4.07505884199901	997	1.00598489398418	0.997392813844275
-818	3.82797201778936	3.55624631165633	4.09969772392239	998	1.00584502594319	0.997442130349036
-817	3.80857351094246	3.53715064310103	4.07999637878388	998	1.00570553270636	0.997406483990751
-816	3.80857351094246	3.53465430341636	4.08249271846855	998	1.0055664143516	0.997434515772388
-815	3.82150584884039	3.54642216253559	4.0965895351452	998	1.00542767102859	0.997715760940608
-814	3.82797201778936	3.55128161769855	4.10466241788017	998	1.00528930283006	0.998179390566602
-813	3.83443818673833	3.55819657637004	4.11067979710662	998	1.00515130985466	0.998556522681623
-812	3.81503967989142	3.53827369659312	4.09180566318972	998	1.00501369221853	0.998994564090673
-811	3.78003027168026	3.50613998307052	4.05392056029	997	1.00487645004055	0.999154037023538
-810	3.77355761710546	3.50004724469639	4.04706798951453	997	1.00473958342378	0.999228892447159
-809	3.77355761710546	3.49963194648269	4.04748328772824	997	1.00460309248891	1.0001923230297
-808	3.74119434423149	3.46668365975032	4.01570502871266	997	1.00446697733409	1.0012395560481
-807	3.76708496253067	3.49105747498969	4.04311245007164	997	1.00433123805961	1.00224136781428
-806	3.79944823540464	3.52195496269748	4.0769415081118	997	1.00419587480714	1.00333362580021
-805	3.82533885370382	3.54799435972702	4.10268334768063	997	1.00406088765444	1.00444874737471
-804	3.81886619912903	3.54395375463242	4.09377864362564	997	1.00392627673361	1.00548508572236
-803	3.83181150827862	3.55863524808484	4.1049877684724	997	1.00379204214576	1.00696000218989
-802	3.81886619912903	3.5481202665073	4.08961213175075	997	1.00365818400734	1.0081862081236
-801	3.83828416285341	3.56976415860127	4.10680416710555	997	1.00352470241527	1.00882622527931
-800	3.81239354455423	3.54456399691813	4.08022309219033	997	1.00339159749918	1.00920588881552
-799	3.82533885370382	3.55673945885589	4.09393824855175	997	1.00325886935407	1.00927881149018
-798	3.79297558082985	3.52673479763208	4.05921636402762	997	1.00312651809426	1.00909843151178
-797	3.77355761710546	3.50848981521402	4.03862541899691	997	1.00299454382989	1.00905456045702
-796	3.79297558082985	3.5263081777815	4.0596429838782	997	1.00286294667601	1.00867640239581
-795	3.80592088997944	3.54146976803323	4.07037201192565	997	1.00273172673561	1.0084708322526
-794	3.851229472003	3.58406399764516	4.11839494636085	997	1.00260088411956	1.00813084458532
-793	3.84861701503607	3.58207087144495	4.11516315862719	996	1.00247041894117	1.00730189917049
-792	3.84861701503607	3.58207087144495	4.11516315862719	996	1.0023403313196	1.00656148014888
-791	3.86417478115259	3.59203306306671	4.13631649923847	997	1.00221062133327	1.00539443712531
-790	3.84475681742821	3.57165945230409	4.11785418255232	997	1.00208128913321	1.00382560383953
-789	3.82533885370382	3.55505191033469	4.09562579707296	997	1.00195233481449	1.0022006946074
-788	3.8409043556873	3.56634949738898	4.11545921398562	998	1.00182375847141	1.0002056970946
-787	3.84737052463627	3.57161821181631	4.12312283745622	998	1.00169556023023	0.998219498122484
-786	3.84737052463627	3.57409780561533	4.1206432436572	998	1.00156774020453	0.995952791967641
-785	3.85383669358524	3.58018923229837	4.1274841548721	998	1.00144029848886	0.993546040561935
-784	3.80857351094246	3.53631598663489	4.08083103525002	998	1.00131323520879	0.991251843476202
-783	3.78917500409555	3.51847785284942	4.05987215534168	998	1.00118655046469	0.988659487266656
-782	3.78270883514658	3.51072116480834	4.05469650548483	998	1.00106024436674	0.985805849227527
-781	3.75413965338108	3.48555723850578	4.02272206825637	997	1.00093431703736	0.982847663942159
-780	3.70883107135751	3.44171382570546	3.97594831700957	997	1.00080876857518	0.980011211294893
-779	3.68294045305833	3.41740635780559	3.94847454831108	997	1.00068359909173	0.97713069108384
