2020-07-22 02:42:29 

# COVERAGE 
POSITION_RELATIVE_TO_TFBS	MEAN_DEPTH	CI95_LOWER_BOUND	CI95_UPPER_BOUND	TFBS_ANALYZED	LOW	HIGH
-5000	3.81757166821407	3.69491237647924	3.9402309599489	4985	1.0175114231737	0.99864106069431
-4999	3.81186368037556	3.68946565189919	3.93426170885193	4984	1.01750221603078	0.998382536157222
-4998	3.80021056450484	3.67770845930219	3.9227126697075	4984	1.01749300971474	0.998132809431666
-4997	3.78208349537262	3.65975843023917	3.90440856050608	4984	1.01748380437786	0.997891793756761
-4996	3.80904038234671	3.6858625860503	3.93221817864313	4986	1.01747459977477	0.997659402756012
-4995	3.80645183978311	3.68352537229672	3.9293783072695	4986	1.01746539624818	0.997435549473301
-4994	3.77797787158344	3.65564572904981	3.90031001411706	4986	1.01745619382215	0.997220147263955
-4993	3.78574349927426	3.66387620702159	3.90761079152692	4986	1.01744699204616	0.997013109942748
-4992	3.79350912696508	3.67132682502244	3.91569142890771	4986	1.01743779137277	0.996814350438263
-4991	3.80545642609133	3.68325330868794	3.92765954349472	4989	1.01742859148202	0.996623782430635
-4990	3.81709786315279	3.69437013779067	3.93982558851491	4989	1.01741939256129	0.996441319101432
-4989	3.81010060537347	3.68740840873001	3.93279280201693	4988	1.01741019451461	0.99626687390699
-4988	3.80621934839006	3.68403525034451	3.92840344643562	4988	1.0174009973612	0.996100360185923
-4987	3.80363184373446	3.6812928598664	3.92597082760252	4988	1.01739180118901	0.995941691207559
-4986	3.83597565192948	3.71313023053945	3.95882107331952	4988	1.01738260608563	0.995790780238683
-4985	3.82251071768648	3.70049765392633	3.94452378144664	4987	1.01737341157288	0.995647541095272
-4984	3.79297558082985	3.67170354310751	3.91424761855219	4985	1.01736421824072	0.99551188654618
-4983	3.79739194081048	3.67533085756652	3.91945302405445	4986	1.0173550257052	0.995383730309497
-4982	3.8007427663196	3.67863306555912	3.92285246708009	4985	1.01734583406906	0.995262985623955
-4981	3.78596786732953	3.66450880697687	3.90742692768219	4984	1.01733664344004	0.995149565720369
-4980	3.81498260638415	3.6932073855059	3.9367578272624	4985	1.0173274537815	0.995043383967614
-4979	3.79061279562584	3.66948242307184	3.91174316817985	4983	1.01731826485461	0.99494435392894
-4978	3.76212168476019	3.64167262177919	3.88257074774119	4983	1.01730907682096	0.994852388773162
-4977	3.76212168476019	3.641597257191	3.88264611232938	4983	1.01729988990804	0.994767401601071
-4976	3.78360179464817	3.66292231718935	3.90428127210698	4982	1.01729070382029	0.994689306022201
-4975	3.79396427816654	3.67308537187096	3.91484318446213	4982	1.0172815187652	0.994618015150307
-4974	3.81521875500982	3.69407701726431	3.93636049275533	4983	1.01727233428597	0.994553442746536
-4973	3.81521875500982	3.69433965182641	3.93609785819323	4983	1.01726315091973	0.994495501596126
-4972	3.82816925994875	3.70679994639187	3.94953857350563	4983	1.01725396869472	0.99444410497929
-4971	3.81109901363927	3.68987368330283	3.93232434397572	4985	1.01724478708021	0.994399166719418
-4970	3.82327736644655	3.70139507819018	3.94515965470292	4986	1.01723560659374	0.994360599611716
-4969	3.81109901363927	3.68961200715317	3.93258602012538	4985	1.01722642685354	0.99432831732757
-4968	3.8007427663196	3.67971525806791	3.92177027457129	4985	1.01721724814414	0.99430223288376
-4967	3.81886619912903	3.6973996219962	3.94033277626186	4985	1.01720807034564	0.994282259689338
-4966	3.81033465362852	3.68894019861464	3.93172910864239	4986	1.01719889346849	0.994268311022715
-4965	3.82251071768648	3.7011682185971	3.94385321677586	4987	1.01718971744793	0.99426030023268
-4964	3.82433188097928	3.70279018022681	3.94587358173175	4988	1.01718054230976	0.994258140576322
-4963	3.84761942287969	3.72543446241067	3.96980438334872	4988	1.01717136819486	0.99426174519509
-4962	3.81086461191154	3.68960346751174	3.93212575631134	4987	1.0171621948177	0.994271027644073
-4961	3.80568856490046	3.6846384161534	3.92673871364751	4987	1.01715302249895	0.994285900882663
-4960	3.79556464265977	3.67497445123989	3.91615483407964	4985	1.0171438510855	0.994306278330186
-4959	3.78261933351018	3.66225991125078	3.90297875576957	4985	1.01713468067495	0.994332073157781
-4958	3.79480339824688	3.67408054827027	3.91552624822348	4986	1.01712551106577	0.994363198825778
-4957	3.81992269418094	3.69842398549696	3.94142140286492	4987	1.01711634247687	0.99439956838043
-4956	3.82898077645034	3.70754358588216	3.95041796701852	4987	1.01710717464235	0.994441095338688
-4955	3.81757166821407	3.69658815599476	3.93855518043338	4985	1.01709800784978	0.994487692673357
-4954	3.80203729723456	3.68105061827081	3.92302397619832	4985	1.01708884185939	0.994539273869527
-4953	3.80127475465589	3.68068129482088	3.92186821449091	4986	1.01707967693792	0.994595751914013
-4952	3.80904038234671	3.68820416856788	3.92987659612555	4986	1.01707051284025	0.994657040290912
-4951	3.81810028131934	3.69725043370218	3.93895012893649	4986	1.01706134966231	0.994723052147764
-4950	3.8263927529448	3.70494860906574	3.94783689682385	4987	1.01705218736136	0.994793700764386
-4949	3.8426914356736	3.72074998362738	3.96463288771981	4986	1.01704302618101	0.994868899137502
-4948	3.84786852080081	3.7261646886196	3.96957235298202	4986	1.01703386568036	0.994948560930354
-4947	3.84734587925813	3.72550890842725	3.96918285008901	4985	1.01702470599635	0.995032599237427
-4946	3.81757166821407	3.69632595794483	3.93881737848331	4985	1.01701554751439	0.995120926907439
-4945	3.82222200559397	3.70111864953402	3.94332536165392	4984	1.01700638990241	0.995213457487363
-4944	3.81963242428937	3.69874721443775	3.94051763414098	4984	1.01699723316377	0.995310104193384
-4943	3.8439857069554	3.72204780892439	3.96592360498641	4986	1.01698807720268	0.995410780335227
-4942	3.84192089397805	3.71988582604356	3.96395596191255	4987	1.01697892230966	0.995515398841392
-4941	3.81551173875573	3.69424299105468	3.93678048645678	4986	1.01696976820496	0.99562387319576
-4940	3.80492559606226	3.68374355722323	3.9261076349013	4988	1.01696061503591	0.995736116460547
-4939	3.81786311934027	3.69604360214786	3.93968263653268	4988	1.01695146293958	0.995852041705007
-4938	3.81839135615962	3.69618479170974	3.9405979206095	4989	1.01694231172094	0.995971562320544
-4937	3.82667878399957	3.70407025035991	3.94928731763922	4990	1.01693316148046	0.996094591405946
-4936	3.80522447332813	3.68328325777777	3.9271656888785	4991	1.0169240118786	0.996221042487853
-4935	3.81997479681762	3.69724126788835	3.94270832574689	4992	1.01691486336838	0.996350828313428
-4934	3.81245321231184	3.68980736210908	3.9350990625146	4990	1.01690571576642	0.996483862249994
-4933	3.79305470546493	3.67061800340606	3.91549140752381	4990	1.01689656915882	0.996620057397927
-4932	3.78476053798206	3.66298776511812	3.90653331084601	4989	1.01688742331522	0.996759327164457
-4931	3.79457557743986	3.67299372174501	3.9161574331347	4988	1.01687827841039	0.996901584556596
-4930	3.82356532818694	3.70111322608352	3.94601743029035	4989	1.016869134527	0.997046742668578
-4929	3.8261523142006	3.7037070702194	3.94859755818179	4989	1.01685999138464	0.99719471494743
-4928	3.82926525157915	3.70670053417	3.95182996898831	4990	1.01685084927334	0.997345414277689
-4927	3.80804341210499	3.68577284979883	3.93031397441115	4989	1.01684170793911	0.997498754074149
-4926	3.80880685304567	3.68707528145103	3.9305384246403	4988	1.01683256787776	0.99765464701318
-4925	3.81992269418094	3.69790278441797	3.94194260394391	4987	1.01682342842284	0.9978130069081
-4924	3.81345263541708	3.6920115003492	3.93489377048497	4987	1.01681428998728	0.997973746510177
-4923	3.83209439494608	3.71012692825966	3.95406186163251	4988	1.01680515240604	0.998136779134686
-4922	3.84349082326689	3.721149401132	3.96583224540177	4990	1.01679601583196	0.998302017781534
-4921	3.84737052463627	3.7245595590528	3.97018149021973	4990	1.01678688014534	0.998469375715416
-4920	3.83314495294854	3.71040604393118	3.95588386196589	4990	1.01677774532476	0.998638766101134
-4919	3.8261523142006	3.70400335196316	3.94830127643803	4989	1.01676861151221	0.99881010194
-4918	3.83080064261828	3.7081258908561	3.95347539438046	4988	1.01675947851907	0.998983296554823
-4917	3.84296772328937	3.7198667194227	3.96606872715605	4989	1.01675034648981	0.999158262938198
-4916	3.83597565192948	3.71294594526071	3.95900535859826	4988	1.01674121522978	0.999334914412723
-4915	3.82121670593371	3.69875522467985	3.94367818718758	4987	1.01673208506437	0.999513163786781
-4914	3.80980448272432	3.68823943881931	3.93136952662932	4985	1.01672295568471	0.999692924488972
-4913	3.81421746747393	3.69253468118577	3.93590025376208	4986	1.01671382732137	0.999874109414667
-4912	3.82950689029048	3.70730978219274	3.95170399838822	4988	1.01670469982827	1.00005663182627
-4911	3.80904038234671	3.68719512290265	3.93088564179078	4986	1.01669557320619	1.0002404048388
-4910	3.80957060015877	3.68759791253511	3.93154328778243	4987	1.01668644759902	1.00042534142312
-4909	3.81345263541708	3.69100784070983	3.93589743012434	4987	1.01667732279138	1.00061135490067
-4908	3.83933287047251	3.7166978962686	3.96196784467642	4987	1.01666819896707	1.00079835819683
-4907	3.83027478820311	3.70802261754505	3.95252695886118	4987	1.01665907606382	1.00098626447618
-4906	3.82821313796268	3.70616097690889	3.95026529901647	4988	1.01664995418931	1.0011749867326
-4905	3.8263927529448	3.70472486360331	3.94806064228628	4987	1.01664083307621	1.00136443832629
-4904	3.82327736644655	3.70135787785841	3.94519685503469	4986	1.01663171277932	1.00155453229725
-4903	3.83622007926458	3.71414947380296	3.9582906847262	4986	1.01662259370138	1.0017451813393
-4902	3.83880862182819	3.71693094523416	3.96068629842221	4986	1.01661347523958	1.00193629913392
-4901	3.85486101150577	3.73267610188172	3.97704592112981	4987	1.01660435782787	1.00212779833804
-4900	3.82691938563488	3.70527281002163	3.94856596124812	4988	1.01659524127702	1.00231959221948
-4899	3.79716308209546	3.67637300822884	3.91795315596208	4988	1.01658612566492	1.00251159377959
-4898	3.77258178786724	3.65180508245487	3.89335849327961	4988	1.01657701098796	1.00270371609709
-4897	3.78476053798206	3.66395869769105	3.90556237827308	4989	1.01656789718549	1.00289587230371
-4896	3.78810681580085	3.66766934827885	3.90854428332285	4988	1.01655878445638	1.00308797527208
-4895	3.81398186235687	3.69338574410761	3.93457798060613	4988	1.01654967239569	1.00327993846755
-4894	3.80568856490046	3.68542736890751	3.9259497608934	4987	1.01654056136678	1.00347167459419
-4893	3.80310054139491	3.68290800040934	3.92329308238048	4987	1.01653145122868	1.00366309685066
-4892	3.808276588406	3.68749560160871	3.92905757520328	4987	1.01652234216076	1.00385411811612
-4891	3.81162892491032	3.69064947270776	3.93260837711288	4986	1.01651323379102	1.00404465181129
-4890	3.83391327224157	3.71219374959387	3.95563279488927	4989	1.01650412630336	1.00423461080467
-4889	3.82538555020977	3.70336582186581	3.94740527855374	4990	1.01649501989347	1.00442390795008
-4888	3.8132173841323	3.69166616928377	3.93476859898083	4989	1.01648591438904	1.00461245646157
-4887	3.78940056812865	3.66844080024404	3.91036033601327	4988	1.01647680964914	1.00480016951932
-4886	3.80051251788937	3.6790005084471	3.92202452733164	4987	1.01646770594649	1.00498695989148
-4885	3.80051251788937	3.6789259225065	3.92209911327224	4987	1.01645860313723	1.00517274075484
-4884	3.79739194081048	3.67607616317626	3.91870771844471	4986	1.0164495013249	1.0053574250385
-4883	3.79792449438383	3.67629400935784	3.91955497940981	4987	1.01644040032944	1.00554092594892
-4882	3.80957060015877	3.68782109785242	3.93132010246512	4987	1.01643130011214	1.00572315654974
-4881	3.80180652964214	3.68026054180218	3.9233525174821	4987	1.01642220095194	1.00590402958713
-4880	3.80051251788937	3.67907514019782	3.92194989558092	4987	1.01641310274508	1.00608345818277
-4879	3.80051251788937	3.67959885226835	3.92142618351039	4987	1.01640400542591	1.00626135541761
-4878	3.82768676469757	3.70635812434581	3.94901540504933	4987	1.01639490887556	1.0064376344222
-4877	3.83674484696697	3.71532869839024	3.95816099554369	4987	1.01638581347638	1.00661220782768
-4876	3.81474664716985	3.6940202107614	3.93547308357831	4987	1.01637671897486	1.00678498889169
-4875	3.80568856490046	3.68505103362538	3.92632609617553	4987	1.01636762522764	1.00695589075978
-4874	3.82097834217328	3.6998956374125	3.94206104693406	4989	1.01635853239291	1.00702355139461
-4873	3.81633291368122	3.69574474231484	3.9369210850476	4990	1.01634944042147	1.00707897817741
-4872	3.81245321231184	3.69177972206411	3.93312670255957	4990	1.01634034952868	1.00712432494771
-4871	3.80621934839006	3.68597909854208	3.92645959823805	4988	1.01633125958546	1.00713701567079
-4870	3.81268811002907	3.69205101004708	3.93332521001106	4988	1.01632217029648	1.00718591168718
-4869	3.80180652964214	3.68134692248037	3.92226613680391	4987	1.01631308215181	1.00722286750489
-4868	3.79739194081048	3.67693896557804	3.91784491604293	4986	1.01630399479116	1.00722652362154
-4867	3.78962631311967	3.66907823734042	3.91017438889891	4986	1.01629490853789	1.00722570636937
-4866	3.81551173875573	3.69458000757604	3.93644346993542	4986	1.01628582299313	1.0072063170848
-4865	3.83492580798278	3.71397125724087	3.95588035872468	4986	1.01627673835113	1.00715794019466
-4864	3.84555470930303	3.72360674272043	3.96750267588563	4989	1.01626765477367	1.00716098568793
-4863	3.82768676469757	3.70628342574964	3.9490901036455	4987	1.01625857198667	1.00714657467285
-4862	3.81162892491032	3.69068696218337	3.93257088763727	4986	1.01624949011006	1.00713817930094
-4861	3.83674484696697	3.71428781177266	3.95920188216128	4987	1.01624040913887	1.00714903911804
-4860	3.86237011839181	3.73884507290627	3.98589516387735	4989	1.01623132927341	1.00719242180606
-4859	3.85460916035084	3.73146650273656	3.97775181796512	4989	1.01622225007102	1.00721345961151
-4858	3.8553819368465	3.73229475111748	3.97846912257551	4988	1.01621317189924	1.00719963613247
-4857	3.87789203447376	3.7544475593168	4.00133650963072	4989	1.01620409465135	1.00717697778219
-4856	3.8618506984855	3.73870792684948	3.98499347012152	4988	1.01619501822112	1.00716048892935
-4855	3.8540881845187	3.73055647138353	3.97761989765386	4988	1.01618594273479	1.00709156003823
-4854	3.87168316429179	3.74796025930527	3.99540606927832	4987	1.0161768682899	1.00704621250504
-4853	3.87634248900048	3.75224643363974	4.00043854436121	4986	1.01616779453209	1.00697607222324
-4852	3.89368136408891	3.76892694610439	4.01843578207342	4987	1.01615872190092	1.00686415801401
-4851	3.89290075435272	3.76856496755865	4.01723654114679	4988	1.01614965009325	1.00674521180771
-4850	3.87116540387327	3.74723751592897	3.99509329181756	4986	1.01614057911259	1.00664571808402
-4849	3.89031324969712	3.76611579955387	4.01451069984037	4988	1.01613150909856	1.00658113303262
-4848	3.90971953461413	3.78525113701389	4.03418793221437	4988	1.01612244001712	1.00653889635347
-4847	3.89626938759445	3.77192284620285	4.02061592898605	4987	1.01611337178532	1.00650709667665
-4846	3.91697357563879	3.79207002395294	4.04187712732463	4987	1.01610430464373	1.00651395276149
-4845	3.90559977043128	3.78098442866327	4.03021511219929	4985	1.01609523831968	1.00650449943888
-4844	3.90198713810067	3.77772105760284	4.02625321859851	4983	1.01608617284462	1.0064961285605
-4843	3.91415214190738	3.7894687880597	4.03883549575505	4984	1.01607710837323	1.00646850922124
-4842	3.9081888322612	3.78336291599236	4.03301474853004	4985	1.01606804464769	1.00644048793861
-4841	3.91517062745457	3.79027724882805	4.0400640060811	4986	1.0160589819595	1.00645143481069
-4840	3.9017161776864	3.77760004229242	4.02583231308039	4985	1.01604992024586	1.00644637172719
