2020-07-23 01:12:51 

# COVERAGE 
TF	POSITION_RELATIVE_TO_TFBS	MEAN_DEPTH	CI95_LOWER_BOUND	CI95_UPPER_BOUND	TFBS_ANALYZED	LOW	HIGH
SRR11742864_Androgen	-5000	1.09776030659445	1.03195465328347	1.16356595990542	1000	1.03610327014732	0.976417591326734
SRR11742864_Androgen	-4999	1.09915694820589	1.03313341705143	1.16518047936035	1000	1.03605277668029	0.976794513138866
SRR11742864_Androgen	-4998	1.08519053209146	1.01966427192152	1.1507167922614	1000	1.03600234006577	0.977170197113837
SRR11742864_Androgen	-4997	1.08379389048002	1.01873155902771	1.14885622193232	1000	1.03595196111032	0.977544604050903
SRR11742864_Androgen	-4996	1.0768106824228	1.01229013279903	1.14133123204657	1000	1.03590163844411	0.977917696798649
SRR11742864_Androgen	-4995	1.0768106824228	1.01171846324995	1.14190290159565	1000	1.03585137391334	0.978289435163282
SRR11742864_Androgen	-4994	1.06982747436558	1.00519689479722	1.13445805393395	1000	1.03580116761837	0.978659780587715
SRR11742864_Androgen	-4993	1.0670341911427	1.00236022484786	1.13170815743753	1000	1.03575101707431	0.979028696954776
SRR11742864_Androgen	-4992	1.06005098308548	0.99510691390405	1.12499505226691	1000	1.03570092472019	0.979396143485002
SRR11742864_Androgen	-4991	1.05167113341682	0.986846481153428	1.11649578568021	1000	1.03565088878597	0.979762083373479
SRR11742864_Androgen	-4990	1.0446879253596	0.980169959697128	1.10920589102208	1000	1.03560091026336	0.980126477194853
SRR11742864_Androgen	-4989	1.05586105825115	0.991344405116584	1.12037771138571	1000	1.03555098860312	0.98048928697352
SRR11742864_Androgen	-4988	1.06005098308548	0.995679899136636	1.12442206703432	1000	1.03550112388214	0.980850474137631
SRR11742864_Androgen	-4987	1.05725769986259	0.993339097081958	1.12117630264323	1000	1.03545131654905	0.981209999754157
SRR11742864_Androgen	-4986	1.05446441663971	0.990752156734787	1.11817667654463	1000	1.03540156704851	0.981567824885725
SRR11742864_Androgen	-4985	1.06424090791981	1.00009892475909	1.12838289108053	1000	1.03535187276704	0.981923913490392
SRR11742864_Androgen	-4984	1.06982747436558	1.00569011209985	1.13396483663132	1000	1.03530223686573	0.982278224041771
SRR11742864_Androgen	-4983	1.06005098308548	0.996009620950338	1.12409234522062	1000	1.0352526572426	0.982630719998755
SRR11742864_Androgen	-4982	1.05586105825115	0.991426491165387	1.12029562533691	1000	1.03520313442494	0.98298136231986
SRR11742864_Androgen	-4981	1.05167113341682	0.987668128959936	1.1156741378737	1000	1.03515366896484	0.983330111932277
SRR11742864_Androgen	-4980	1.04887785019393	0.98516459346234	1.11259110692553	1000	1.03510426063585	0.983676930495438
SRR11742864_Androgen	-4979	1.04748120858249	0.983747146653777	1.1112152705112	1000	1.03505490812723	0.984021780693694
SRR11742864_Androgen	-4978	1.05027449180538	0.986582130162377	1.11396685344838	1000	1.03500561228063	0.9843646231586
SRR11742864_Androgen	-4977	1.0446879253596	0.980746763185843	1.10862908753336	1000	1.03495637428731	0.984705418182286
SRR11742864_Androgen	-4976	1.05027449180538	0.986167999057422	1.11438098455333	1000	1.03490719253409	0.985044128716635
SRR11742864_Androgen	-4975	1.05027449180538	0.985592669895842	1.11495631371491	1000	1.03485806810401	0.985380715144183
SRR11742864_Androgen	-4974	1.04748120858249	0.983333284760172	1.11162913240481	1000	1.03480899852785	0.985715141219293
SRR11742864_Androgen	-4973	1.04608456697105	0.981751315036163	1.11041781890593	1000	1.03475998664858	0.986047365634864
SRR11742864_Androgen	-4972	1.05306777502826	0.988509298197366	1.11762625185916	1000	1.03471103258558	0.986377349667085
SRR11742864_Androgen	-4971	1.05167113341682	0.987668128959936	1.1156741378737	1000	1.03466213348199	0.986705057423989
SRR11742864_Androgen	-4970	1.05725769986259	0.992926422382588	1.1215889773426	1000	1.03461329206708	0.987030447683038
SRR11742864_Androgen	-4969	1.06005098308548	0.995679899136636	1.12442206703432	1000	1.03456450628154	0.987353483780395
SRR11742864_Androgen	-4968	1.05027449180538	0.986085493459868	1.11446349015088	1000	1.03451577760996	0.98767412566581
SRR11742864_Androgen	-4967	1.04608456697105	0.981669099879102	1.11050003406299	1000	1.03446710538709	0.987992335333026
SRR11742864_Androgen	-4966	1.0446879253596	0.980746763185843	1.10862908753336	1000	1.03441848964043	0.988308074108741
SRR11742864_Androgen	-4965	1.05725769986259	0.99317370830666	1.12134169141853	1000	1.03436992999945	0.988621303693485
SRR11742864_Androgen	-4964	1.06424090791981	0.999851861551199	1.12862995428842	1000	1.03432142657361	0.98893198532294
SRR11742864_Androgen	-4963	1.0670341911427	1.00260619545885	1.13146218682654	1000	1.03427298007897	0.989240079646315
SRR11742864_Androgen	-4962	1.07401739919991	1.00920711788478	1.13882768051504	1000	1.03422458898062	0.989545549458413
SRR11742864_Androgen	-4961	1.07960396564569	1.01439346881542	1.14481446247595	1000	1.03417625494246	0.989848354489156
SRR11742864_Androgen	-4960	1.07820732403424	1.01305589857481	1.14335874949368	1000	1.03412797712865	0.99014845685196
SRR11742864_Androgen	-4959	1.07820732403424	1.01305589857481	1.14335874949368	1000	1.0340797560244	0.990445817391305
SRR11742864_Androgen	-4958	1.07820732403424	1.01289363150573	1.14352101656275	1000	1.03403159054233	0.990740398449671
SRR11742864_Androgen	-4957	1.08379389048002	1.01889445456801	1.14869332639202	1000	1.03398348180441	0.991032160248656
SRR11742864_Androgen	-4956	1.08798381531435	1.02290785986523	1.15305977076346	1000	1.03393542838814	0.991321065440558
SRR11742864_Androgen	-4955	1.08519053209146	1.02015069664485	1.15023036753807	1000	1.03388743177321	0.991607073890623
SRR11742864_Androgen	-4954	1.09496702337156	1.03025051723667	1.15968352950645	1000	1.03383949067608	0.991890148106136
SRR11742864_Androgen	-4953	1.09915694820589	1.0342653823447	1.16404851406709	1000	1.03379160646371	0.992170248046804
SRR11742864_Androgen	-4952	1.10055358981734	1.0354411686272	1.16566601100747	1000	1.03374377782693	0.992447336233224
SRR11742864_Androgen	-4951	1.09636366498301	1.03134401340692	1.16138331655909	1000	1.0336960052394	0.992721373469668
SRR11742864_Androgen	-4950	1.08239724886857	1.01772037752171	1.14707412021544	1000	1.03364828845051	0.992992321248618
SRR11742864_Androgen	-4949	1.08519053209146	1.02072283070674	1.14965823347617	1000	1.03360062869974	0.993260139625518
SRR11742864_Androgen	-4948	1.07960396564569	1.01537478424832	1.14383314704305	1000	1.03355302366569	0.993524792071311
SRR11742864_Androgen	-4947	1.0865871737029	1.02156992344777	1.15160442395804	1000	1.03350547403492	0.993786239160071
SRR11742864_Androgen	-4946	1.08379389048002	1.01930349351337	1.14828428744666	1000	1.03345798177865	0.994044440224845
SRR11742864_Androgen	-4945	1.08938045692579	1.02498138337663	1.15377953047495	1000	1.03341054514506	0.994299358170921
SRR11742864_Androgen	-4944	1.09077709853723	1.02631892100579	1.15523527606867	1000	1.03336316412419	0.994550954224443
SRR11742864_Androgen	-4943	1.10334687304022	1.03844433830274	1.16824940777771	1000	1.03331583819417	0.994799190097495
SRR11742864_Androgen	-4942	1.09496702337156	1.03016878834573	1.1597652583974	1000	1.03326856882848	0.995044025575272
SRR11742864_Androgen	-4941	1.08938045692579	1.02465348373366	1.15410743011792	1000	1.03322135455465	0.99528542327385
SRR11742864_Androgen	-4940	1.09077709853723	1.02623686498613	1.15531733208833	1000	1.03317419610543	0.995523343679111
SRR11742864_Androgen	-4939	1.08379389048002	1.01971514345626	1.14787263750378	1000	1.0331270941578	0.995757747324358
SRR11742864_Androgen	-4938	1.09636366498301	1.03134401340692	1.16138331655909	1000	1.03308004767897	0.995988596384762
SRR11742864_Androgen	-4937	1.09357038176012	1.02850451186129	1.15863625165895	1000	1.03303305715737	0.99621585156349
SRR11742864_Androgen	-4936	1.10334687304022	1.03787600403389	1.16881774204655	1000	1.0329861208232	0.996439475735583
SRR11742864_Androgen	-4935	1.09915694820589	1.03305330411375	1.16526059229803	1000	1.0329392409732	0.996659427848343
SRR11742864_Androgen	-4934	1.08798381531435	1.02266432920121	1.15330330142748	1000	1.03289241663847	0.996875669992558
SRR11742864_Androgen	-4933	1.09217374014868	1.02676045327223	1.15758702702513	1000	1.03284564823116	0.997088162921136
SRR11742864_Androgen	-4932	1.08100060725713	1.01605633434117	1.14594488017309	1000	1.03279893454615	0.997296868942264
SRR11742864_Androgen	-4931	1.08519053209146	1.02047701101358	1.14990405316934	1000	1.03275227644908	0.997501748359318
SRR11742864_Androgen	-4930	1.08519053209146	1.02031364866901	1.1500674155139	1000	1.0327056743329	0.997702761925933
SRR11742864_Androgen	-4929	1.07820732403424	1.01387337282779	1.1425412752407	1000	1.03265912674105	0.997899872176764
SRR11742864_Androgen	-4928	1.07541404081136	1.01136519995279	1.13946288166993	1000	1.03261263512266	0.998093038833459
SRR11742864_Androgen	-4927	1.07820732403424	1.01387337282779	1.1425412752407	1000	1.0325661981582	0.998282224287238
SRR11742864_Androgen	-4926	1.07262075758847	1.00836253640728	1.13687897876966	1000	1.0325198183368	0.998467387241996
SRR11742864_Androgen	-4925	1.0670341911427	1.00301824666746	1.13105013561793	1000	1.03247349224821	0.998648492099683
SRR11742864_Androgen	-4924	1.07262075758847	1.00828022537489	1.13696128980205	1000	1.03242722195923	0.998825497960763
SRR11742864_Androgen	-4923	1.0768106824228	1.01220815600231	1.14141320884328	1000	1.03238100660602	0.998998366754219
SRR11742864_Androgen	-4922	1.08798381531435	1.02323399220269	1.152733638426	1000	1.03233484693335	0.999167058846984
SRR11742864_Androgen	-4921	1.0768106824228	1.01229013279903	1.14133123204657	1000	1.03228874230802	0.999331535934018
SRR11742864_Androgen	-4920	1.07820732403424	1.01338165122808	1.1430329968404	1000	1.03224269259456	0.999491759223032
SRR11742864_Androgen	-4919	1.07122411597703	1.00653349854781	1.13591473340624	1000	1.03219669848063	0.999647689119214
SRR11742864_Androgen	-4918	1.07401739919991	1.00969895715403	1.13833584124579	1000	1.03215075898835	0.999799287634872
SRR11742864_Androgen	-4917	1.0768106824228	1.01220815600231	1.14141320884328	1000	1.03210487481696	0.999946515152752
SRR11742864_Androgen	-4916	1.07960396564569	1.01529243604848	1.14391549524289	1000	1.03205904496119	1.00008933370118
SRR11742864_Androgen	-4915	1.07820732403424	1.0140381173575	1.14237653071098	1000	1.0320132710261	1.0002277027738
SRR11742864_Androgen	-4914	1.08100060725713	1.01621952674538	1.14578168776888	1000	1.03196755143477	1.00036158494211
SRR11742864_Androgen	-4913	1.07122411597703	1.0070262545918	1.13542197736225	1000	1.03192188731413	1.00049094015183
SRR11742864_Androgen	-4912	1.06424090791981	1.00026416361785	1.12821765222177	1000	1.03187627790511	1.00061573017126
SRR11742864_Androgen	-4911	1.07262075758847	1.00819801950879	1.13704349566815	1000	1.03183072318426	1.00073591605034
SRR11742864_Androgen	-4910	1.07541404081136	1.01070751266639	1.14012056895633	1000	1.0317852238415	1.00085145814155
SRR11742864_Androgen	-4909	1.07122411597703	1.00645173699084	1.13599649496321	1000	1.03173977877516	1.0009623185298
SRR11742864_Androgen	-4908	1.07541404081136	1.01021860108193	1.14060948054078	1000	1.03169438887296	1.00106845736485
SRR11742864_Androgen	-4907	1.08519053209146	1.01966427192152	1.1507167922614	1000	1.03164905379672	1.00116983598039
SRR11742864_Androgen	-4906	1.07820732403424	1.01305589857481	1.14335874949368	1000	1.03160377405245	1.00126641488543
SRR11742864_Androgen	-4905	1.0768106824228	1.01147499320691	1.14214637163869	1000	1.03155854828567	1.00135815638954
SRR11742864_Androgen	-4904	1.07960396564569	1.01390830769338	1.145299623598	1000	1.0315133767422	1.001445021244
SRR11742864_Androgen	-4903	1.0768106824228	1.01139403789351	1.14222732695209	1000	1.03146826138707	1.00152696852537
SRR11742864_Androgen	-4902	1.07541404081136	1.01029983141466	1.14052825020805	1000	1.03142319920991	1.00160396213552
SRR11742864_Androgen	-4901	1.09357038176012	1.02689752859772	1.16024323492252	1000	1.03137819232885	1.00167596099173
SRR11742864_Androgen	-4900	1.08239724886857	1.01570598189063	1.14908851584652	1000	1.03133323978096	1.00174292699772
SRR11742864_Androgen	-4899	1.07541404081136	1.00885285094693	1.14197523067578	1000	1.03128834192274	1.0018048207707
SRR11742864_Androgen	-4898	1.08379389048002	1.01760251400093	1.1499852669591	1000	1.03124349870793	1.00186160331385
SRR11742864_Androgen	-4897	1.07401739919991	1.00815406483111	1.13988073356871	1000	1.03119870981059	1.00191323589692
SRR11742864_Androgen	-4896	1.07541404081136	1.01013747183236	1.14069060979035	1000	1.03115397617883	1.00195967854665
SRR11742864_Androgen	-4895	1.07541404081136	1.00941179597775	1.14141628564496	1000	1.03110929579788	1.00200089416356
SRR11742864_Androgen	-4894	1.0768106824228	1.01091039442337	1.14271097042223	1000	1.03106467042235	1.00203684198045
SRR11742864_Androgen	-4893	1.07541404081136	1.00933165723426	1.14149642438846	1000	1.03102009933314	1.00206748362871
SRR11742864_Androgen	-4892	1.08100060725713	1.01476526832781	1.14723594618645	1000	1.03097558337883	1.0020927792111
SRR11742864_Androgen	-4891	1.08239724886857	1.01626382752936	1.14853067020779	1000	1.03093112071392	1.00211269144389
SRR11742864_Androgen	-4890	1.08938045692579	1.02279939152273	1.15596152232885	1000	1.03088671221023	1.00212718039724
SRR11742864_Androgen	-4889	1.08100060725713	1.01404998374631	1.14795123076795	1000	1.03084235879294	1.00213620608417
SRR11742864_Androgen	-4888	1.07122411597703	1.00475797347718	1.13769025847687	1000	1.03079805959355	1.00213973025635
SRR11742864_Androgen	-4887	1.06982747436558	1.00302246398792	1.13663248474325	1000	1.0307538138998	1.00213771450875
SRR11742864_Androgen	-4886	1.06843083275414	1.00208168673362	1.13477997877466	1000	1.03070962300926	1.00213011847735
SRR11742864_Androgen	-4885	1.06982747436558	1.00389968543071	1.13575526330046	1000	1.03066548619482	1.00211690376158
SRR11742864_Androgen	-4884	1.0670341911427	1.00122451660702	1.13284386567838	1000	1.03062140393011	1.00209803078855
SRR11742864_Androgen	-4883	1.07820732403424	1.01168924473206	1.14472540333642	1000	1.03057737531509	1.00207346131611
SRR11742864_Androgen	-4882	1.07262075758847	1.00681623026445	1.13842528491249	1000	1.0305334001365	1.00204315642944
SRR11742864_Androgen	-4881	1.0670341911427	1.00154699485314	1.13252138743226	1000	1.03048947971428	1.00200707571804
SRR11742864_Androgen	-4880	1.06843083275414	1.00280352660611	1.13405813890216	1000	1.03044561351816	1.0019651805656
SRR11742864_Androgen	-4879	1.07262075758847	1.00713873385895	1.13810278131799	1000	1.03040180120346	1.00191743217051
SRR11742864_Androgen	-4878	1.06563754953125	0.999967676354757	1.13130742270775	1000	1.03035804217121	1.0018637919736
SRR11742864_Androgen	-4877	1.06284426630837	0.998187692138584	1.12750084047815	1000	1.03031433823205	1.00180421906794
SRR11742864_Androgen	-4876	1.0670341911427	1.00268839460803	1.13137998767736	1000	1.03027068813791	1.00173867551592
SRR11742864_Androgen	-4875	1.06424090791981	0.999851861551199	1.12862995428842	1000	1.03022709117446	1.00166712285616
