2020-07-22 02:33:07 

# COVERAGE 
POSITION_RELATIVE_TO_TFBS	MEAN_DEPTH	CI95_LOWER_BOUND	CI95_UPPER_BOUND	TFBS_ANALYZED	LOW	HIGH
-1000	3.78252965215161	3.65993988046923	3.90511942383399	4980	1.04661199396814	0.989777380712832
-999	3.75607143982377	3.63417884093807	3.87796403870947	4979	1.04632522417565	0.990225625727861
-998	3.75272554732136	3.63099429528717	3.87445679935556	4980	1.04603942348588	0.990664250403214
-997	3.75088707620772	3.62894499619895	3.87282915621649	4979	1.04575459010997	0.991095024424521
-996	3.76903234886388	3.64672375246287	3.89134094526488	4979	1.04547072242432	0.991519719299085
-995	3.7656838537693	3.64342443570996	3.88794327182864	4980	1.04518781852989	0.991940108759781
-994	3.76309219247971	3.64123623100417	3.88494815395525	4980	1.04490587688458	0.992357968151591
-993	3.7710858380081	3.64917193080367	3.89299974521252	4978	1.04462489565069	0.992775075036826
-992	3.76460408166914	3.6432729758906	3.88593518744767	4978	1.04434487310026	0.993193208796781
-991	3.77734632957244	3.65545033301511	3.89924232612976	4980	1.04406580756007	0.993614150670017
-990	3.79884243965613	3.67642184469916	3.92126303461309	4979	1.04378769728273	0.994039683861128
-989	3.79236198513607	3.6697765383428	3.91494743192935	4979	1.04351054057228	0.994471593407608
-988	3.79419212795475	3.67196566927679	3.91641858663271	4980	1.04323433561714	0.994911666325222
-987	3.78847371242404	3.66639896030063	3.91054846454746	4979	1.04295908079584	0.995361691302903
-986	3.77238218927589	3.65095752446154	3.89380685409025	4978	1.04268477429048	0.995823459057567
-985	3.76482031389427	3.64360021262331	3.88604041516523	4976	1.04241141444058	0.996298761982903
-984	3.78351304623346	3.66205853777397	3.90496755469295	4977	1.04213899953795	0.996789394331356
-983	3.77702998755246	3.65559687863377	3.89846309647115	4977	1.04186752779037	0.997297152235349
-982	3.77389842005936	3.65288841231368	3.89490842780504	4976	1.04159699750099	0.997823833522112
-981	3.76222656927567	3.64167815554753	3.88277498300382	4976	1.04132740697514	0.998371237789
-980	3.75833595234778	3.63774040858112	3.87893149611443	4976	1.04105875441512	0.998941166490862
-979	3.7710858380081	3.65010842882251	3.89206324719369	4978	1.04079103818111	0.999535422676196
-978	3.76147064671805	3.64037497744457	3.88256631599154	4977	1.04052425649678	1.00015581125592
-977	3.77389842005936	3.65288841231368	3.89490842780504	4976	1.04025840762871	1.00080413881776
-976	3.77649216467796	3.65545093280181	3.89753339655411	4976	1.03999348987917	1.00148221361939
-975	3.77389842005936	3.65277558985843	3.89502125026029	4976	1.03972950154582	1.00219184561363
-974	3.79388594012307	3.67253252909975	3.91523935114639	4977	1.03946644087256	1.00336646500358
-973	3.78946088777095	3.66856501871133	3.91035675683057	4976	1.0392043060733	1.00427561369197
-972	3.79281685442621	3.67164635058669	3.91398735826572	4975	1.03894309554242	1.00526132888688
-971	3.78762832247761	3.66614436967877	3.90911227527645	4975	1.03868280746517	1.00608816328349
-970	3.80113273855464	3.67970300897876	3.92256246813051	4976	1.03842344017093	1.00715705686078
