chr1	0	133703433	249250621	0.536422
chr1	1	75074870	249250621	0.301202
chr1	2	29344992	249250621	0.117733
chr1	3	8419037	249250621	0.0337774
chr1	4	2023890	249250621	0.0081199
chr1	5	457347	249250621	0.00183489
chr1	6	114288	249250621	0.000458526
chr1	7	39014	249250621	0.000156525
chr1	8	18691	249250621	7.49888e-05
chr1	9	10401	249250621	4.17291e-05
chr1	10	6842	249250621	2.74503e-05
chr1	11	4787	249250621	1.92056e-05
chr1	12	3553	249250621	1.42547e-05
chr1	13	2548	249250621	1.02226e-05
chr1	14	2178	249250621	8.73819e-06
chr1	15	1758	249250621	7.05314e-06
chr1	16	1451	249250621	5.82145e-06
chr1	17	1327	249250621	5.32396e-06
chr1	18	979	249250621	3.92777e-06
chr1	19	850	249250621	3.41022e-06
chr1	20	928	249250621	3.72316e-06
chr1	21	756	249250621	3.03309e-06
chr1	22	644	249250621	2.58374e-06
chr1	23	603	249250621	2.41925e-06
chr1	24	602	249250621	2.41524e-06
chr1	25	487	249250621	1.95386e-06
chr1	26	496	249250621	1.98996e-06
chr1	27	468	249250621	1.87763e-06
chr1	28	439	249250621	1.76128e-06
chr1	29	407	249250621	1.63289e-06
chr1	30	492	249250621	1.97392e-06
chr1	31	378	249250621	1.51655e-06
chr1	32	402	249250621	1.61283e-06
chr1	33	348	249250621	1.39619e-06
chr1	34	411	249250621	1.64894e-06
chr1	35	328	249250621	1.31594e-06
chr1	36	288	249250621	1.15546e-06
chr1	37	302	249250621	1.21163e-06
chr1	38	298	249250621	1.19558e-06
chr1	39	254	249250621	1.01905e-06
chr1	40	227	249250621	9.1073e-07
chr1	41	218	249250621	8.74622e-07
chr1	42	216	249250621	8.66598e-07
chr1	43	180	249250621	7.22165e-07
chr1	44	150	249250621	6.01804e-07
chr1	45	202	249250621	8.10429e-07
chr1	46	171	249250621	6.86056e-07
chr1	47	166	249250621	6.65996e-07
chr1	48	201	249250621	8.06417e-07
chr1	49	214	249250621	8.58574e-07
chr1	50	152	249250621	6.09828e-07
chr1	51	223	249250621	8.94682e-07
chr1	52	167	249250621	6.70008e-07
chr1	53	161	249250621	6.45936e-07
chr1	54	158	249250621	6.339e-07
chr1	55	122	249250621	4.89467e-07
chr1	56	123	249250621	4.93479e-07
chr1	57	127	249250621	5.09527e-07
chr1	58	175	249250621	7.02105e-07
chr1	59	109	249250621	4.37311e-07
chr1	60	110	249250621	4.41323e-07
chr1	61	95	249250621	3.81142e-07
chr1	62	104	249250621	4.17251e-07
chr1	63	73	249250621	2.92878e-07
chr1	64	85	249250621	3.41022e-07
chr1	65	63	249250621	2.52758e-07
chr1	66	102	249250621	4.09227e-07
chr1	67	59	249250621	2.3671e-07
chr1	68	63	249250621	2.52758e-07
chr1	69	86	249250621	3.45034e-07
chr1	70	83	249250621	3.32998e-07
chr1	71	82	249250621	3.28986e-07
chr1	72	74	249250621	2.9689e-07
chr1	73	76	249250621	3.04914e-07
chr1	74	76	249250621	3.04914e-07
chr1	75	69	249250621	2.7683e-07
chr1	76	75	249250621	3.00902e-07
chr1	77	98	249250621	3.93179e-07
chr1	78	88	249250621	3.53058e-07
chr1	79	73	249250621	2.92878e-07
chr1	80	48	249250621	1.92577e-07
chr1	81	73	249250621	2.92878e-07
chr1	82	75	249250621	3.00902e-07
chr1	83	57	249250621	2.28685e-07
chr1	84	52	249250621	2.08625e-07
chr1	85	57	249250621	2.28685e-07
chr1	86	54	249250621	2.16649e-07
chr1	87	57	249250621	2.28685e-07
chr1	88	42	249250621	1.68505e-07
chr1	89	37	249250621	1.48445e-07
chr1	90	44	249250621	1.76529e-07
chr1	91	42	249250621	1.68505e-07
chr1	92	44	249250621	1.76529e-07
chr1	93	35	249250621	1.40421e-07
chr1	94	41	249250621	1.64493e-07
chr1	95	46	249250621	1.84553e-07
chr1	96	36	249250621	1.44433e-07
chr1	97	44	249250621	1.76529e-07
chr1	98	33	249250621	1.32397e-07
